num_steps,max_t,f1,std,cost,gamma,alpha
1,50,0.01840332032718999,0.0036916783209882103,0,0,100.0
1,100,0.021297948775287914,0.003964796252825876,0,0,100.0
1,150,0.02378309543890756,0.003492001158823394,0,0,100.0
1,200,0.017350278440485957,0.0017630189227045014,0,0,100.0
1,250,0.03168614246147922,0.0037848031072997322,0,0,100.0
1,500,0.020958104024846817,0.0040383485190619356,0,0,100.0
2,50,0.110948394878021,0.015905551127844055,0,0,35.93813663804626
2,100,0.10165885080010875,0.014608646436243978,0,0,35.93813663804626
2,150,0.07868359318999119,0.015957144174331913,0,0,100.0
2,200,0.05055622805354976,0.014574684425440632,0,0,100.0
2,250,0.11409035842030879,0.014041789857395286,0,0,100.0
2,500,0.07392062741083845,0.014220666580715163,0,0,100.0
3,50,0.21952157203712003,0.005507931573427902,0,0,4.6415888336127775
3,100,0.1956261206711108,0.021029206500410912,0,0,35.93813663804626
3,150,0.1628072244472234,0.018681872781243152,0,0,35.93813663804626
3,200,0.17895065891257697,0.03251274963140792,0,0,100.0
3,250,0.16182336575427436,0.022773355742708504,0,0,100.0
3,500,0.10542025589509463,0.015278269387983944,0,0,100.0
4,50,0.304855012962784,0.02726730591977366,0,0,4.6415888336127775
4,100,0.31617868515055386,0.025791123079264944,0,0,35.93813663804626
4,150,0.3092519149161737,0.0250476191975348,0,0,35.93813663804626
4,200,0.22470206941116846,0.020448911578123986,0,0,35.93813663804626
4,250,0.240548584959929,0.019496726129973187,0,0,35.93813663804626
4,500,0.18017960557801485,0.015312860308466479,0,0,100.0
5,50,0.3416299707125782,0.031717815768144315,0,0,0.21544346900318834
5,100,0.46378561067858726,0.027130733183903806,0,0,12.915496650148826
5,150,0.34488642374886913,0.04759262502322088,0,0,35.93813663804626
5,200,0.3179255383142173,0.028725150142609724,0,0,35.93813663804626
5,250,0.26431161282085064,0.033614779042264786,0,0,35.93813663804626
5,500,0.2119318571041759,0.035739123325739475,0,0,100.0
6,50,0.36887050306695246,0.03287947053793479,0,0,0.01
6,100,0.4883009909395214,0.022283426225966314,0,0,4.6415888336127775
6,150,0.4246827770595852,0.03568656907313592,0,0,35.93813663804626
6,200,0.3812184866232095,0.026653526390409455,0,0,35.93813663804626
6,250,0.3389985992020901,0.02624663970447462,0,0,35.93813663804626
6,500,0.2361859070234337,0.023332845874113235,0,0,100.0
7,50,0.3785473225358598,0.03759739855728725,0,0,0.01
7,100,0.511470981607623,0.020285576116483812,0,0,4.6415888336127775
7,150,0.5215782326818889,0.03298059273830495,0,0,12.915496650148826
7,200,0.4136642128141895,0.03656701613296038,0,0,35.93813663804626
7,250,0.39833309301184233,0.03612104141025912,0,0,35.93813663804626
7,500,0.3143504175726034,0.0275630216062325,0,0,100.0
8,50,0.3859377905511001,0.04123712383857915,0,0,0.01
8,100,0.5159463188274126,0.014585797718287833,0,0,4.6415888336127775
8,150,0.5396645963708274,0.030828913122982467,0,0,12.915496650148826
8,200,0.45890177697275975,0.030548426190129402,0,0,35.93813663804626
8,250,0.41506570681032795,0.02971593456929005,0,0,35.93813663804626
8,500,0.34335225511134954,0.037451966508519674,0,0,100.0
9,50,0.3890625091203702,0.041678834641791736,0,0,0.01
9,100,0.5322260234819303,0.024151524500226878,0,0,0.01
9,150,0.5466040352934031,0.033134300892549956,0,0,4.6415888336127775
9,200,0.5427369752673226,0.024887095836424705,0,0,12.915496650148826
9,250,0.4454370070747699,0.018962714236427716,0,0,35.93813663804626
9,500,0.362451420860837,0.019327848256275437,0,0,35.93813663804626
10,50,0.3906547147703915,0.04186310451243648,0,0,0.01
10,100,0.5340667423353895,0.02411825351043569,0,0,0.01
10,150,0.5588578362895514,0.025606954632975767,0,0,4.6415888336127775
10,200,0.5796464710439955,0.031807317173250436,0,0,12.915496650148826
10,250,0.4805702238733033,0.03485376298337301,0,0,35.93813663804626
10,500,0.3819395089420371,0.022291460853796484,0,0,100.0
11,50,0.3898624887278127,0.04171967521394878,0,0,0.01
11,100,0.5329699986109029,0.023740273370207288,0,0,0.01
11,150,0.5792088881156954,0.02601276902411024,0,0,4.6415888336127775
11,200,0.5723598292662133,0.02365431869911161,0,0,12.915496650148826
11,250,0.5413236833727658,0.03533599535574005,0,0,35.93813663804626
11,500,0.40316478463588235,0.009895262552521628,0,0,100.0
12,50,0.39137521074261883,0.04002286791710898,0,0,0.01
12,100,0.5352838596020623,0.028619774635313535,0,0,0.01
12,150,0.581479859245656,0.02492946478625373,0,0,1.6681005372000592
12,200,0.578853455527585,0.022501119290580778,0,0,4.6415888336127775
12,250,0.575381318760112,0.03125923340330255,0,0,12.915496650148826
12,500,0.43361234412174793,0.02244555075908091,0,0,100.0
13,50,0.3926537640217166,0.03755108753122102,0,0,0.01
13,100,0.5378709870855062,0.029817156551607816,0,0,0.01
13,150,0.5961806090667793,0.02752215126968233,0,0,0.01
13,200,0.5875019769924963,0.023524551216284516,0,0,4.6415888336127775
13,250,0.5920176330400471,0.02938649517194394,0,0,12.915496650148826
13,500,0.47383530814777225,0.028610555666329605,0,0,35.93813663804626
14,50,0.39639619980510854,0.03696237815564184,0,0,0.01
14,100,0.5366754618843119,0.027183351499859152,0,0,0.01
14,150,0.606219617707864,0.02185822668464157,0,0,0.01
14,200,0.6059923999305399,0.014028033091839968,0,0,4.6415888336127775
14,250,0.5996509251296729,0.03085300895961394,0,0,4.6415888336127775
14,500,0.4976713142730763,0.023144741809763645,0,0,100.0
15,50,0.3968707990234432,0.03770458476881716,0,0,0.01
15,100,0.5349648550966513,0.028703226742269383,0,0,0.01
15,150,0.6033844111129585,0.01961253585537793,0,0,0.01
15,200,0.6081985888789696,0.013903526725516828,0,0,4.6415888336127775
15,250,0.5976965730719714,0.03622228863781511,0,0,12.915496650148826
15,500,0.49618640327446945,0.024512926283641275,0,0,100.0
16,50,0.3971477196700378,0.037946811968865284,0,0,0.01
16,100,0.535034017898675,0.028092055532159887,0,0,0.01
16,150,0.6038205677007112,0.01851131962436187,0,0,0.01
16,200,0.6208174466096719,0.013454613208543374,0,0,0.027825594022071243
16,250,0.5990355542469488,0.02371050808691921,0,0,4.6415888336127775
16,500,0.4963025071477669,0.02236778260803008,0,0,100.0
17,50,0.3977335178675274,0.03766679700057248,0,0,0.01
17,100,0.536824252633523,0.031504040516144874,0,0,0.01
17,150,0.6047324579396794,0.018430036731886597,0,0,0.01
17,200,0.6255136612264622,0.009408080274555808,0,0,0.01
17,250,0.6158673790518489,0.025821289686994396,0,0,4.6415888336127775
17,500,0.5409992688384302,0.028762560082902396,0,0,35.93813663804626
18,50,0.39784914644660174,0.03773349878023699,0,0,0.01
18,100,0.5395579659990857,0.027958741710770438,0,0,0.01
18,150,0.606073411995392,0.01333652919857028,0,0,0.01
18,200,0.6258670658706854,0.010266767190665585,0,0,0.01
18,250,0.6204502510073234,0.02585919822161516,0,0,4.6415888336127775
18,500,0.5313149935210197,0.027184270630906674,0,0,35.93813663804626
19,50,0.4004336318429166,0.040362280311673215,0,0,0.01
19,100,0.5418989172115047,0.026996228996835004,0,0,0.01
19,150,0.6083981278252835,0.013111247379635111,0,0,0.01
19,200,0.6279939512640582,0.009437762418021599,0,0,0.01
19,250,0.6265239885630491,0.018282396879608965,0,0,4.6415888336127775
19,500,0.5409123863500744,0.015984733427457605,0,0,35.93813663804626
20,50,0.4012977250147022,0.04096523785948118,0,0,0.01
20,100,0.5436860235259176,0.026055604995073336,0,0,0.01
20,150,0.610537560649405,0.012379745519675247,0,0,0.01
20,200,0.6290116065947933,0.008115218133124848,0,0,0.01
20,250,0.6208169714721059,0.013309167113150899,0,0,0.21544346900318834
20,500,0.5690973180473267,0.013346528210674375,0,0,35.93813663804626
21,50,0.4017821708432775,0.04023476761392324,0,0,0.01
21,100,0.5442032534409486,0.025293140148868198,0,0,0.01
21,150,0.6116741293300881,0.01567126070819404,0,0,0.01
21,200,0.6295712161636752,0.009463803294453444,0,0,0.01
21,250,0.623957926581187,0.014936467203010015,0,0,0.5994842503189409
21,500,0.5762396411170627,0.0240812764764502,0,0,35.93813663804626
22,50,0.40180092825333924,0.0398767088600988,0,0,0.01
22,100,0.5449101703331426,0.025527657011063656,0,0,0.01
22,150,0.6106067952548301,0.016171278919078942,0,0,0.01
22,200,0.625924526148904,0.00881250122715454,0,0,0.01
22,250,0.6260364522558071,0.015636109050837146,0,0,0.5994842503189409
22,500,0.5970344270358379,0.025923455303003596,0,0,35.93813663804626
23,50,0.40142686576764863,0.03879122538584022,0,0,0.01
23,100,0.5455403842670272,0.025326462989734753,0,0,0.01
23,150,0.61037706558547,0.01616557147996099,0,0,0.01
23,200,0.6270565059907401,0.009352415331073003,0,0,0.01
23,250,0.625128443752092,0.014770591248559761,0,0,0.5994842503189409
23,500,0.6123718626061729,0.02360140229321432,0,0,35.93813663804626
24,50,0.4025955527395796,0.03586604362357348,0,0,0.01
24,100,0.5465958698539575,0.024214244028815165,0,0,0.01
24,150,0.6106379738375514,0.01594528958819371,0,0,0.01
24,200,0.6290715922643424,0.006430838648611358,0,0,0.01
24,250,0.6257298271043646,0.015821383981513892,0,0,0.5994842503189409
24,500,0.6240322742083604,0.013098356747082434,0,0,35.93813663804626
25,50,0.4025727665986095,0.03574906433837677,0,0,0.01
25,100,0.546122353231834,0.024729076965008926,0,0,0.01
25,150,0.6107944033737183,0.015911828847901106,0,0,0.01
25,200,0.6278453773330581,0.006501118915878336,0,0,0.01
25,250,0.6260314431272948,0.015993311068699473,0,0,0.5994842503189409
25,500,0.614327213309082,0.016716943648634932,0,0,12.915496650148826
26,50,0.402523316049159,0.03575902212530788,0,0,0.01
26,100,0.5461846391240794,0.024659892965834075,0,0,0.01
26,150,0.6135013623448043,0.01649285169574093,0,0,0.01
26,200,0.6268429122985752,0.008333407980293578,0,0,0.01
26,250,0.6251218229255813,0.015550069797734514,0,0,0.5994842503189409
26,500,0.6315952984938343,0.023808223545621628,0,0,12.915496650148826
27,50,0.402523316049159,0.03575902212530788,0,0,0.01
27,100,0.5463038041470906,0.024863792391569908,0,0,0.01
27,150,0.615100670157301,0.01572994214189099,0,0,0.01
27,200,0.6261506279004085,0.009041670438991786,0,0,0.027825594022071243
27,250,0.6237287194557929,0.014778592156057457,0,0,0.5994842503189409
27,500,0.6285356663530866,0.014190428021044359,0,0,12.915496650148826
28,50,0.4012208846283625,0.036036955761547355,0,0,0.01
28,100,0.5473091908671495,0.023751605807456406,0,0,0.01
28,150,0.6157957016215633,0.015169901671654926,0,0,0.01
28,200,0.6261506279004085,0.009041670438991786,0,0,0.027825594022071243
28,250,0.6233667750204692,0.015230729427532955,0,0,0.5994842503189409
28,500,0.6252637785720243,0.020353204611031885,0,0,12.915496650148826
29,50,0.4015441108835033,0.03624825337500662,0,0,0.01
29,100,0.5465356941674068,0.02470929762222665,0,0,0.01
29,150,0.6146840069751371,0.017608319774016872,0,0,0.01
29,200,0.624238814925977,0.007566270125945245,0,0,0.027825594022071243
29,250,0.6254477825651705,0.01620211175923337,0,0,0.5994842503189409
29,500,0.6283045188515256,0.02412945002107062,0,0,12.915496650148826
30,50,0.40270647813605615,0.03677808044391358,0,0,0.01
30,100,0.5473080462218101,0.023920678130796267,0,0,0.01
30,150,0.613678476557842,0.017168385466803063,0,0,0.01
30,200,0.62390052244312,0.00781979902480134,0,0,0.027825594022071243
30,250,0.6248923964708515,0.015910097869534172,0,0,0.5994842503189409
30,500,0.6239677215639597,0.0207576492994501,0,0,12.915496650148826
