,nr_moments,sample_size,mean,std,se
0,1,5,0.25,0.08100925873009826,0.036228441865473596
1,1,10,0.27,0.04808846015417836,0.021505813167606563
2,1,50,0.395,0.0670820393249937,0.03
3,1,100,0.485,0.051841103383319265,0.02318404623873924
4,1,500,0.6950000000000001,0.037080992435478285,0.016583123951776985
5,1,1000,0.805,0.03259601202601322,0.01457737973711324
6,2,5,0.525,0.043301270189221926,0.01936491673103708
7,2,10,0.575,0.06373774391990986,0.02850438562747847
8,2,50,0.7150000000000001,0.0741619848709566,0.033166247903553984
9,2,100,0.885,0.06519202405202645,0.029154759474226487
10,2,500,0.9799999999999999,0.011180339887498964,0.005000000000000007
11,2,1000,1.0,0.0,0.0
12,3,5,0.625,0.08660254037844389,0.03872983346207418
13,3,10,0.655,0.044721359549995836,0.020000000000000018
14,3,50,0.9199999999999999,0.02091650066335188,0.009354143466934849
15,3,100,0.9349999999999999,0.04541475531146238,0.020310096011589902
16,3,500,0.985,0.02236067977499792,0.01000000000000001
17,3,1000,0.9949999999999999,0.011180339887498926,0.00499999999999999
18,4,5,0.6449999999999999,0.05968668193156659,0.02669269563007827
19,4,10,0.7100000000000001,0.060207972893961494,0.026925824035672525
20,4,50,0.9349999999999999,0.01369306393762911,0.0061237243569579256
21,4,100,0.9549999999999998,0.0370809924354783,0.016583123951776992
22,4,500,0.99,0.022360679774997935,0.010000000000000016
23,4,1000,0.9949999999999999,0.011180339887498926,0.00499999999999999
24,5,5,0.625,0.0586301969977929,0.0262202212042538
25,5,10,0.7050000000000001,0.051234753829797995,0.0229128784747792
26,5,50,0.925,0.0,0.0
27,5,100,0.945,0.04107919181288745,0.018371173070873832
28,5,500,0.99,0.022360679774997935,0.010000000000000016
29,5,1000,0.9949999999999999,0.011180339887498926,0.00499999999999999
30,6,5,0.6399999999999999,0.05184110338331934,0.023184046238739275
31,6,10,0.715,0.06274950199005569,0.02806243040080457
32,6,50,0.93,0.02738612787525829,0.012247448713915882
33,6,100,0.9650000000000001,0.05184110338331926,0.02318404623873924
34,6,500,0.99,0.013693063937629169,0.0061237243569579524
35,6,1000,0.9949999999999999,0.011180339887498926,0.00499999999999999
36,7,5,0.63,0.048088460154178364,0.021505813167606566
37,7,10,0.715,0.06274950199005569,0.02806243040080457
38,7,50,0.93,0.03708099243547828,0.016583123951776982
39,7,100,0.9650000000000001,0.05184110338331932,0.023184046238739268
40,7,500,0.985,0.022360679774997925,0.010000000000000012
41,7,1000,0.99,0.022360679774997935,0.010000000000000016
42,8,5,0.62,0.048088460154178364,0.021505813167606566
43,8,10,0.72,0.06937218462755806,0.031024184114977153
44,8,50,0.9349999999999999,0.037914377220257714,0.016955824957813153
45,8,100,0.9650000000000001,0.05184110338331932,0.023184046238739268
46,8,500,0.99,0.013693063937629169,0.0061237243569579524
47,8,1000,1.0,0.0,0.0
48,9,5,0.63,0.05968668193156657,0.02669269563007826
49,9,10,0.73,0.062249497989943656,0.027838821814150105
50,9,50,0.9349999999999999,0.048733971724044804,0.02179449471770336
51,9,100,0.9650000000000001,0.05184110338331932,0.023184046238739268
52,9,500,0.985,0.022360679774997925,0.010000000000000012
53,9,1000,1.0,0.0,0.0
54,10,5,0.6250000000000001,0.05303300858899105,0.023717082451262837
55,10,10,0.735,0.06754628043053149,0.03020761493398643
56,10,50,0.9349999999999999,0.048733971724044804,0.02179449471770336
57,10,100,0.9650000000000001,0.05184110338331932,0.023184046238739268
58,10,500,0.985,0.022360679774997925,0.010000000000000012
59,10,1000,1.0,0.0,0.0
60,11,5,0.615,0.05477225575051655,0.024494897427831754
61,11,10,0.735,0.06754628043053149,0.03020761493398643
62,11,50,0.93,0.07373940601876308,0.03297726489568228
63,11,100,0.9650000000000001,0.05184110338331932,0.023184046238739268
64,11,500,0.9799999999999999,0.020916500663351913,0.009354143466934865
65,11,1000,1.0,0.0,0.0
66,12,5,0.6399999999999999,0.06274950199005565,0.028062430400804552
67,12,10,0.735,0.06754628043053149,0.03020761493398643
68,12,50,0.9299999999999999,0.04808846015417835,0.02150581316760656
69,12,100,0.97,0.05419870847169702,0.024238399287081654
70,12,500,0.9799999999999999,0.020916500663351913,0.009354143466934865
71,12,1000,0.9949999999999999,0.011180339887498964,0.005000000000000007
72,13,5,0.635,0.06020797289396148,0.02692582403567252
73,13,10,0.735,0.06754628043053149,0.03020761493398643
74,13,50,0.9349999999999999,0.051841103383319286,0.02318404623873925
75,13,100,0.9650000000000001,0.05184110338331926,0.02318404623873924
76,13,500,0.9799999999999999,0.020916500663351913,0.009354143466934865
77,13,1000,0.9949999999999999,0.011180339887498964,0.005000000000000007
78,14,5,0.635,0.06020797289396148,0.02692582403567252
79,14,10,0.73,0.06937218462755805,0.031024184114977146
80,14,50,0.915,0.08215838362577486,0.036742346141747644
81,14,100,0.96,0.051841103383319306,0.02318404623873926
82,14,500,0.9799999999999999,0.020916500663351913,0.009354143466934865
83,14,1000,0.9949999999999999,0.011180339887498964,0.005000000000000007
84,15,5,0.635,0.05184110338331928,0.023184046238739247
85,15,10,0.73,0.06937218462755805,0.031024184114977146
86,15,50,0.9199999999999999,0.07158910531638171,0.032015621187164216
87,15,100,0.96,0.051841103383319306,0.02318404623873926
88,15,500,0.975,0.02500000000000001,0.011180339887498952
89,15,1000,0.9949999999999999,0.011180339887498964,0.005000000000000007
90,16,5,0.63,0.08177713616898061,0.036571847095819475
91,16,10,0.73,0.06937218462755805,0.031024184114977146
92,16,50,0.9,0.08291561975888495,0.03708099243547829
93,16,100,0.9400000000000001,0.04183300132670375,0.018708286933869694
94,16,500,0.975,0.02500000000000001,0.011180339887498952
95,16,1000,0.9850000000000001,0.02236067977499792,0.01000000000000001
96,17,5,0.63,0.05968668193156657,0.02669269563007826
97,17,10,0.7249999999999999,0.06373774391990981,0.02850438562747845
98,17,50,0.915,0.07202430145443964,0.032210246816812796
99,17,100,0.9400000000000001,0.051841103383319286,0.02318404623873925
100,17,500,0.975,0.02500000000000001,0.011180339887498952
101,17,1000,0.9850000000000001,0.02236067977499792,0.01000000000000001
102,18,5,0.635,0.06020797289396148,0.02692582403567252
103,18,10,0.7249999999999999,0.06373774391990981,0.02850438562747845
104,18,50,0.905,0.09253377761660873,0.04138236339311712
105,18,100,0.9400000000000001,0.051841103383319286,0.02318404623873925
106,18,500,0.975,0.02500000000000001,0.011180339887498952
107,18,1000,0.9850000000000001,0.02236067977499792,0.01000000000000001
108,19,5,0.63,0.05968668193156657,0.02669269563007826
109,19,10,0.715,0.05755432216610668,0.025739075352467496
110,19,50,0.885,0.0741619848709566,0.033166247903553984
111,19,100,0.9400000000000001,0.051841103383319286,0.02318404623873925
112,19,500,0.975,0.02500000000000001,0.011180339887498952
113,19,1000,0.975,0.017677669529663705,0.007905694150420955
114,20,5,0.62,0.07786205751198717,0.03482097069296029
115,20,10,0.7249999999999999,0.06373774391990981,0.02850438562747845
116,20,50,0.89,0.07202430145443962,0.032210246816812796
117,20,100,0.9400000000000001,0.051841103383319286,0.02318404623873925
118,20,500,0.97,0.020916500663351892,0.009354143466934854
119,20,1000,0.975,0.017677669529663705,0.007905694150420955
